monthly_income,avg_monthly_spend,credit_limit,num_transactions,account_tenure_months,cash_withdraw_ratio,late_payment_count,age,region_risk_score,marketing_score,app_login_count,employment_type,debt_to_income,payment_delay_ratio,repayment_issue
23589.272025584658,29658.77218474285,28422.61858845854,41,28,0.22169915276288255,1,68,0.1614131279871976,47.583087699709985,18,self_employed,1.2572991719530506,0.023809523809523808,1
21030.744861048355,28213.804164825473,21910.34230398665,24,68,0.4527719986180042,0,25,0.4672539122377068,80.36042804568885,14,,1.3415503992481534,0.0,1
19527.099969196897,10875.922549928557,29099.484595322185,27,14,0.220847699267848,1,47,0.10975437042835387,48.503595870286,21,,0.5569655794810712,0.03571428571428571,1
12192.681867963985,10188.394657529041,34548.293186718576,46,24,0.2014656536147988,3,26,0.1896526042138555,43.37464843357279,15,salaried,0.8356155575828509,0.06382978723404255,1
16515.627232077186,16497.240693939984,13128.235252296408,42,19,0.43004109655320816,2,57,0.3365643931560403,40.31226517558972,20,salaried,0.9988867187495313,0.046511627906976744,1
,8524.729337367291,40363.287385931006,39,9,0.1713405204197375,2,31,0.2625731198304747,24.09795195939866,20,,0.46532558330708806,0.05,1
33619.07490883683,15303.033488015795,23916.188254598095,28,109,0.2531724093363499,1,60,0.4939711260481571,62.32423628355745,23,other,0.4551890118782943,0.034482758620689655,1
25271.872966705807,18858.822589709365,31223.349541339085,37,70,0.11176449021805279,0,69,0.32339097174580345,14.778974043487601,28,salaried,0.7462376300543591,0.0,1
10881.114358865214,23204.928043092692,40906.179689723765,32,39,0.5027700251428855,0,53,0.07010162667431936,49.91415738642619,19,salaried,2.0,0.0,1
25075.174896924094,12770.979708017889,16645.81655648604,41,40,0.40727653600537694,1,44,0.31189045607593546,46.92709048592923,19,self_employed,0.5093077021602139,0.023809523809523808,1
18882.051388207314,12189.70244506182,20987.78013807833,41,98,0.227051894569995,0,36,0.3229031566604511,83.59947788347172,23,salaried,0.6455708754544982,0.0,1
16801.63025846365,8999.351840111354,24318.872073394483,43,13,0.19008350771939111,4,52,0.0659673043344329,22.525231569295602,31,salaried,0.5356237282735121,0.09090909090909091,1
,9208.698824218054,20448.938798006187,37,3,0.24522408150448918,3,42,0.1676958116584952,36.483450695234644,18,salaried,0.32733647065555116,0.07894736842105263,1
33269.61540055247,12065.247583400469,49376.39729965707,33,27,0.2292426132083799,1,28,0.0904723847204221,47.95855311977526,10,,0.3626506479903616,0.029411764705882353,0
31968.683041921005,15761.325702723998,19932.95691362834,26,44,0.01797705020159901,3,25,0.1399080688579582,47.037059937962475,20,salaried,0.4930239285132872,0.1111111111111111,1
15745.548835798663,20153.093553213654,22149.243628209337,43,54,0.41240011771380614,1,21,0.6749864139132943,41.75683113784933,25,other,1.279923219150933,0.022727272727272728,1
19463.86696783259,9307.441050641884,28898.24544642164,29,26,0.21592933296334216,1,57,0.04070416656424138,48.78518135896749,24,salaried,0.47819074524214755,0.03333333333333333,0
25147.288901528387,26152.75600320767,17663.359105121133,32,55,0.5347510564069218,0,28,0.30023413990875664,31.10655906695388,18,salaried,1.0399831212667292,0.0,1
32539.76148514442,11825.273943141736,23423.89070678185,33,109,0.31327235661438735,2,22,0.06485435128851269,55.35789318492409,22,self_employed,0.363409976085424,0.058823529411764705,1
18184.598978632654,13231.88488580214,30064.74919773048,28,58,0.0,2,35,0.05296464971008359,15.177719868836327,18,salaried,0.7276423803103894,0.06896551724137931,1
20449.964168840474,9544.828270039437,23944.617977080394,34,65,0.0577564825226424,0,44,0.304231934862292,49.61345966184114,16,salaried,0.4667405864985746,0.0,0
14149.944918773002,4487.683318481141,26038.060172004327,39,83,0.0,2,43,0.5338679930240018,40.9946495860464,22,salaried,0.31715199912384434,0.05,1
,19886.978073659317,22353.401048186493,39,10,0.05589279185216528,0,66,0.3004960003448591,65.24431914134954,24,salaried,1.4568886177464933,0.0,1
30485.618565697056,18612.333915807318,15834.325962955587,41,61,0.004959748871592978,2,48,0.1388576977632656,76.32966605949957,20,self_employed,0.6105283340634012,0.047619047619047616,1
37892.02745022151,11771.099358068712,30108.344070599233,29,47,0.2878851235572761,1,63,0.6231266294572313,45.034217468744636,21,salaried,0.310648443753302,0.03333333333333333,1
21401.064684143545,13768.598712567336,49723.183646270256,37,29,0.20258719875905865,1,59,0.30131488064066325,70.86088893712146,20,other,0.6433604549949682,0.02631578947368421,1
32906.09438146068,16851.12413783621,27077.017132989327,33,54,0.3610809877043334,1,45,0.2014810657200168,45.25825579054384,20,self_employed,0.5120973623454428,0.029411764705882353,1
25454.667653610653,6613.407880769892,29110.15731950996,43,20,0.24428506259890578,4,57,0.2045791764033804,35.508102153063646,22,salaried,0.2598112051889942,0.09090909090909091,1
17016.727301127143,10529.3965436887,34284.6483944689,34,93,0.21395363977827475,1,54,0.1760215664431337,76.1885544827843,18,salaried,0.6187674255666811,0.02857142857142857,1
25452.219851525082,19099.531899022597,17252.879329951622,29,88,0.5504810423904015,1,42,0.5390624300199965,57.8116466710101,16,salaried,0.7504073126210311,0.03333333333333333,1
40750.14294788393,7597.463796349262,48819.257277620156,35,18,0.28342339507877534,1,23,0.13100621703612886,50.066577839147214,12,salaried,0.18644017534038573,0.027777777777777776,0
21713.068306214416,15246.43629990819,28877.414943907763,36,68,0.23792327237461383,3,61,0.18179768586571912,60.30766212647973,22,self_employed,0.7021778813059122,0.08108108108108109,1
41186.15611831275,7255.667654690751,47626.75273951249,41,7,0.12198386198979355,1,33,0.6437605591538725,54.11322552695251,17,salaried,0.17616763346032766,0.023809523809523808,1
7724.110568427823,16479.846549363596,20815.19341257822,39,84,0.07361297264955588,2,66,0.34935579098374614,48.96170888087723,29,other,2.0,0.05,1
30600.174843073815,13147.163789889746,50834.04940384214,35,5,0.3655751527588152,0,58,0.29690247178030343,30.103477590380052,17,salaried,0.42964342057887084,0.0,1
22806.909728456052,6458.747437434128,35288.2181202977,34,93,0.3566043996752289,1,26,0.7152439282438883,45.941948942581,20,salaried,0.28319257252882385,0.02857142857142857,1
19543.481052635907,22564.48997458898,32648.82120425348,45,83,0.48573681084235,0,27,0.30308355775166784,59.348831351877095,24,salaried,1.1545788549039282,0.0,1
22849.952341618486,9599.187998998385,29199.54946987871,48,82,0.3218367389954223,0,61,0.20433792031018863,48.15842861469784,24,salaried,0.42009663107763245,0.0,0
9946.464438169163,9277.86192612681,24661.903997025223,37,72,0.19103457438406815,1,38,0.27187632653499993,63.534886416955786,14,self_employed,0.9327798821180502,0.02631578947368421,1
20173.623138073857,14621.614216788785,40953.2348167703,27,117,0.32665154181554756,1,21,0.49279896399544443,55.75482535800184,29,self_employed,0.724788706357525,0.03571428571428571,1
25408.65209345331,22401.58081033309,28257.832490493485,26,9,0.23795490966940888,1,66,0.7144016462169047,36.82795522871889,22,salaried,0.8816516802205729,0.037037037037037035,1
39781.51427395881,8458.102878893684,13514.596516156847,34,52,0.3798077701110655,2,20,0.21458124847124552,30.212420632518146,14,other,0.21261389952745974,0.05714285714285714,0
17902.433148778433,13735.73256068188,18196.503485057063,30,16,0.45014977402780654,2,61,0.1619207852868671,47.64232250104748,15,self_employed,0.7672550678743427,0.06451612903225806,1
15940.248769527583,16203.254970595424,25208.940359010245,33,40,0.22471654804243185,3,57,0.13143744712736127,42.136573278431186,13,self_employed,1.016499504171517,0.08823529411764706,1
18021.074950358325,18249.58325246283,29986.412581804463,39,106,0.5135964459722109,1,32,0.2783030526847798,55.04482714432529,18,self_employed,1.0126800594711451,0.025,1
,14463.719650516749,26375.584426538222,35,81,0.4282520901432279,1,61,0.21328731156397396,39.22793511855905,16,self_employed,0.4553166594746809,0.027777777777777776,1
25122.030362886486,11325.787364713187,41218.38923562587,31,113,0.2526526509146606,0,63,0.08909894546657252,40.76911511367685,18,salaried,0.4508308922930491,0.0,0
17820.34245857718,9205.757667491715,13590.33758579001,29,49,0.35061149125869073,0,43,0.49112064515615883,65.79604576392369,17,salaried,0.5165870234475126,0.0,1
27046.3400842769,13887.782105526923,28289.77689126272,30,114,0.29582453304702755,5,51,0.33374692778126946,52.223044529418466,22,salaried,0.5134810130410375,0.16129032258064516,1
22898.599254350782,8246.444729818932,14238.534582162236,40,35,0.25329909892064406,2,49,0.2827874223007873,39.459094018590605,20,self_employed,0.3601287850937908,0.04878048780487805,0
32450.073794009757,3588.150911758071,35097.9956354203,37,45,0.5369717584709515,7,25,0.49251536323339234,50.26462713102529,17,other,0.11057450699605001,0.18421052631578946,1
16633.578999127567,16259.81347885617,26028.29384035089,25,93,0.3276406691486037,0,57,0.3280627902825113,70.68366864502524,23,self_employed,0.9775294589161477,0.0,1
19320.75414376188,20065.7704262721,31159.158386738163,33,31,0.12385474590534104,2,52,0.38565195623307025,54.40680032412084,21,other,1.0385604142036438,0.058823529411764705,1
18829.06072834352,4613.215526462959,19883.40938594886,38,59,0.09580454846070871,1,63,0.06342454018140224,58.89426214137694,14,,0.24500507980829084,0.02564102564102564,1
12266.092419276138,8481.318353191073,42100.40864183328,30,103,0.10193546193216588,0,42,0.21209717068047382,38.71648195208836,17,self_employed,0.6914441912945886,0.0,1
24796.25991313391,17652.26561275266,38739.058453547295,33,7,0.323425675137726,2,29,0.086794564511863,65.39629065701901,18,self_employed,0.7118922641798384,0.058823529411764705,1
24450.895227929366,33720.89525274494,32999.26297321347,51,95,0.1987729491521414,0,65,0.13390477568115744,84.77153390695702,18,self_employed,1.379127223702909,0.0,1
22071.564452221075,13485.322738750205,25710.865498984072,32,98,0.29999405749191665,1,34,0.3327833710421772,38.1279853623072,16,self_employed,0.6109817347991917,0.030303030303030304,1
20053.62364141164,9627.690729960206,32956.7063343307,38,62,0.39045944274420585,1,42,0.3226626659206163,32.27159038442016,21,salaried,0.48009730820312146,0.02564102564102564,0
12504.598094109475,12304.208059414123,21006.50858287861,28,119,0.5543070295648433,1,55,0.21999651234599685,52.633133657527225,20,salaried,0.9839746920942826,0.034482758620689655,1
18615.351539907053,24802.36743328913,36295.33431254551,40,72,0.20222901494674644,0,20,0.06319938234706447,63.13257574766615,23,other,1.3323609484418564,0.0,1
19204.774392686508,9989.762717854088,47921.4414660157,31,4,0.03871740890001546,2,27,0.29837004767131214,48.629154919246076,17,salaried,0.520170792615942,0.0625,1
15979.934050533657,9324.154750329792,39132.699311343735,40,72,0.518860309799609,0,22,0.49910071430456615,34.20190405936006,24,salaried,0.5834914412565055,0.0,1
20650.31216726173,10751.122159284765,20840.200892318426,33,112,0.031434876652139315,1,33,0.36953160635572896,48.37123757329415,16,salaried,0.5206275852976795,0.029411764705882353,1
25890.21411067354,8699.337273518893,30530.945691064142,33,45,0.02553569388163121,0,36,0.4331161207196283,58.97138409166182,25,salaried,0.33600870337848965,0.0,1
46839.135471445035,14117.940482057396,17109.69361052107,35,6,0.5149675389950348,2,53,0.2648889823861257,43.89452259580911,18,self_employed,0.301413344630672,0.05555555555555555,1
23619.575679519625,27753.168873962924,32870.68837907145,44,58,0.4099347291606219,1,66,0.43873317567231007,59.10882526632383,21,self_employed,1.1750070894807612,0.022222222222222223,1
24416.640249749707,15450.33048793882,31499.003660934508,46,95,0.3227260511839273,1,25,0.39403089216016074,67.47066177859865,27,other,0.6327787250785742,0.02127659574468085,1
21380.223403235137,11925.579667906271,13982.53431964091,40,61,0.24251185038197892,1,24,0.585685446173988,53.603459386556715,23,salaried,0.5577855498975637,0.024390243902439025,1
10223.98300019173,11715.697977602029,17914.677978827534,22,91,0.2141193973907119,2,65,0.19738664279610454,49.58078343082561,21,self_employed,1.1459035072126318,0.08695652173913043,1
21794.09738198777,6611.488761052117,24364.96176798443,36,11,0.1523760962508492,1,60,0.459209944386476,62.44015887839423,19,other,0.3033614398050884,0.02702702702702703,1
22563.57329886037,19878.60684858938,24214.310697469748,38,5,0.20754352385868757,2,59,0.47830752307775504,37.158487588441545,25,other,0.8810043775111365,0.05128205128205128,1
,12899.879656390081,17618.1178107914,50,92,0.24288769284539166,1,48,0.24049303667688618,35.679352494606164,21,other,0.2186411268105937,0.0196078431372549,1
20395.215419978173,12317.59539283058,30826.887387474348,28,50,0.043832516209086764,1,54,0.6479201429207713,46.00141572606522,14,self_employed,0.603945344002832,0.034482758620689655,1
24850.14674983876,56212.723414283384,29378.42273007002,36,45,0.12696572260413158,2,37,0.2620670863712779,42.621808177782995,13,salaried,2.0,0.05405405405405406,1
21722.748146322498,15282.120186633394,25134.729239216333,38,93,0.0,2,59,0.06958843765661973,37.94987037064287,12,salaried,0.7035076816107425,0.05128205128205128,1
13801.447886485419,9525.179333266275,20650.049075927185,34,102,0.261689117815047,2,67,0.1800945238712467,77.45702712498161,19,,0.6901579755696118,0.05714285714285714,1
34791.52584145176,11027.407917764504,38833.847137692595,24,98,0.261715180162649,0,49,0.16394843105894902,82.57989814241438,21,self_employed,0.31695672009377895,0.0,1
29755.617392773867,22399.64902376681,48020.94215231015,35,3,0.516777315439777,0,34,0.4935733143820618,44.69442436616627,10,self_employed,0.7527872377202481,0.0,1
30224.640425415822,14058.348319467494,22714.379944846645,35,59,0.30633323830488385,2,34,0.36575891648972,51.37578424622548,11,salaried,0.46512872019631585,0.05555555555555555,1
15309.747837655663,6993.769146794252,21714.631587019165,38,55,0.16659368996269328,0,35,0.3260169682972613,47.18235769904314,20,self_employed,0.45681804958227107,0.0,1
38604.25275462694,20204.346238326765,31949.847378042643,43,18,0.21994674974504005,2,52,0.23149294313873528,66.61248860177234,24,salaried,0.523370996629514,0.045454545454545456,0
12572.40453532023,9890.551253211397,23734.612792816384,35,53,0.32302334687666523,0,29,0.4551327792574853,69.58468342760071,19,salaried,0.786687321858394,0.0,1
,31038.510891743277,25622.111285593517,37,114,0.28414189398175027,4,38,0.23768319097504284,23.3410430196553,18,salaried,1.1143164435198443,0.10526315789473684,1
52901.25017283733,21720.71363369855,34852.446099827626,34,77,0.3367428878817397,0,56,0.19485425193141293,57.14016200098438,17,other,0.4105897982133372,0.0,0
14820.779124146662,10923.865246299412,13790.36404129359,27,92,0.30655671603069024,3,69,0.19922633762206213,30.39767988258277,22,salaried,0.7370641688129453,0.10714285714285714,1
17561.79193085303,23776.60428097952,42676.5903577104,36,106,0.2121033602214999,2,22,0.1454002424802927,76.37408236812917,16,self_employed,1.3538825863896122,0.05405405405405406,1
22922.18610397864,13773.957901660966,27596.33308157057,33,57,0.16963100633905007,2,55,0.278622464519177,56.60372045315597,22,salaried,0.6009007098703468,0.058823529411764705,1
18008.6907238978,19609.08295223567,23294.612727392923,42,3,0.16156566940600509,2,23,0.2539229876253201,37.64975692456046,22,self_employed,1.0888677723924776,0.046511627906976744,1
11845.870769571111,16616.139611983144,26075.932619131017,25,92,0.11120930730669118,3,30,0.2805045497977412,46.3801791809322,21,self_employed,1.4026946549734094,0.11538461538461539,1
22638.905554638077,9128.343344422114,26551.732379953573,43,30,0.08768210743382118,1,60,0.13664498211109757,45.665341126007625,13,other,0.4032148693050213,0.022727272727272728,1
14401.368481836374,10000.622054156356,14677.625579112704,39,55,0.5257695896293713,1,52,0.36402409023579013,57.87669414328724,18,salaried,0.6944216493571129,0.025,1
26620.502598462914,21236.62082671489,45398.2292338294,37,60,0.26870652274690837,0,47,0.12816520656944794,65.62868906266218,19,salaried,0.7977543154253259,0.0,1
15248.40682835688,11491.364285348334,27295.140762830393,40,75,0.22670478233374983,3,51,0.33761551619620717,32.77689062042435,18,self_employed,0.7536108142116383,0.07317073170731707,1
40944.540612072255,11140.675974094655,31415.313549010363,37,62,0.17561735257406408,1,35,0.5506932504651394,77.58131751368171,23,salaried,0.272091854189955,0.02631578947368421,1
16101.99865074228,8692.317245679329,37535.49958268185,37,61,0.31433186639963995,0,28,0.2208182316223539,74.08535161731265,22,salaried,0.5398284669014443,0.0,1
19364.08602395059,16165.256853505001,18818.451680460883,34,110,0.43054958290841094,3,30,0.22254997598215778,36.87014648613432,21,salaried,0.8348060855292062,0.08571428571428572,1
,33797.30057576472,31752.132412448347,39,24,0.35848967143836097,1,25,0.23470536920811713,51.09202691543464,19,self_employed,1.1081914106637025,0.025,1
13462.378191336447,8263.555225193844,24497.482059885846,26,10,0.38823836309672655,1,68,0.16617763212713613,75.66212816171475,23,salaried,0.6138258120331039,0.037037037037037035,1
24124.518653983494,13506.127569742046,36183.908098839005,35,51,0.1620206826724032,4,46,0.2944924761801258,68.49377880016225,19,,0.5598506549896234,0.1111111111111111,1
37155.12896973949,25222.68961475106,12777.87454256617,36,44,0.24938061373249307,1,31,0.1869316180255164,44.94885454928156,21,self_employed,0.6788481244485344,0.02702702702702703,1
11579.675244015802,12889.410656972921,25986.09834349818,42,29,0.16399328322115608,0,41,0.19526212379169097,62.215097218518096,22,,1.1131064028444122,0.0,1
23714.77482954488,16375.921083775409,21785.780612451214,34,41,0.26605470982048635,2,59,0.2511436869383738,94.95797437578707,15,salaried,0.6905366465201932,0.05714285714285714,1
24439.43066250574,8282.688662257668,31297.454042413447,33,85,0.44088865120873155,0,67,0.3188203378188185,51.57739972776818,18,salaried,0.33890677637448924,0.0,1
30113.5088394839,16199.541101371795,31714.06224923134,35,27,0.3159105767355762,0,56,0.10857756415760288,40.51027622839971,22,,0.5379493033416105,0.0,1
13429.643117687723,12280.710775264251,21001.11765198184,30,40,0.4940071548994077,0,40,0.3937420664272205,52.58629778137099,20,salaried,0.9144480361573978,0.0,1
12988.47045392789,20818.108711474404,20967.714890295236,35,87,0.20672145843247874,0,52,0.0504038832182257,53.69828143245977,11,,1.6028144950030452,0.0,1
27140.344486349644,22795.62072898899,25881.070739605104,26,26,0.12895584189744297,0,36,0.3711351944159892,42.13194891499853,23,self_employed,0.8399164108051078,0.0,1
24804.83491231365,42843.26086270991,19656.73330510548,48,26,0.3268192730041419,2,48,0.18940163427063403,56.62437601721325,19,salaried,1.7272141102395162,0.04081632653061224,1
24347.808881721474,17341.104204940915,36123.333519704924,28,62,0.26782875448342286,1,59,0.49227849621988984,31.183984104087482,25,other,0.7122244259917503,0.034482758620689655,1
25300.496114668593,15469.232689933417,23641.938756260188,31,85,0.29840533797470015,2,29,0.28830972058687226,40.01699199486981,21,salaried,0.6114201326259663,0.0625,1
16780.790882647012,14580.975874202815,9725.962382566697,32,52,0.2759830244449747,2,37,0.28982951697611986,61.373671642321966,19,salaried,0.8689087407245494,0.06060606060606061,1
24170.82191885799,11396.654976769216,23595.523249038015,36,113,0.17733484399727859,1,66,0.240784360631407,23.67693722686623,21,,0.47150465197369174,0.02702702702702703,1
24766.04867872118,15557.805134019409,18704.317577776637,34,68,0.2793604071654999,0,32,0.41008915414444974,63.547513879921645,27,,0.6281908485218544,0.0,1
16551.95387566641,11696.785804002593,15200.041917923174,33,16,0.3960055803743756,0,46,0.25936976058995403,19.820279514414455,28,salaried,0.7066710004066912,0.0,1
46458.27163343198,14411.869823525496,17446.610649105187,30,55,0.41141615618529315,2,29,0.13409242201366497,24.030131316855275,9,salaried,0.31021106289185596,0.06451612903225806,0
26623.063510449123,24171.24278872085,27953.3678021877,40,34,0.17657251012219424,2,51,0.30352793760269703,42.51531885416172,18,salaried,0.9079061385716947,0.04878048780487805,1
,8493.49491719211,42831.294311210215,39,108,0.28465088975957276,1,60,0.3417636687209473,54.30295764229025,19,salaried,0.6210008952056042,0.025,1
28641.770647665413,22313.459770205944,30019.863729481276,34,98,0.4715666624322381,2,64,0.11708402025681643,69.87895404691082,20,self_employed,0.7790530845558848,0.05714285714285714,1
14915.069130591924,24165.99552241966,21757.717781933785,32,94,0.17981638764107133,1,22,0.18402301546523236,50.86434144739393,24,self_employed,1.620240262437228,0.030303030303030304,1
30176.955268501068,12668.440286467467,31557.497181370345,29,50,0.15258304008511725,1,41,0.3341685430137901,46.30169588636015,16,salaried,0.419805118632723,0.03333333333333333,1
35011.72315247969,5141.834983631468,22909.762103240995,32,41,0.3691604445953306,1,46,0.11935871818318859,58.693718719772065,17,salaried,0.14686038048565173,0.030303030303030304,1
15862.72145214502,10162.70682881118,21097.07893524988,32,42,0.34284388104707186,2,22,0.13474563077326923,36.936517692980985,20,salaried,0.6406660332194725,0.06060606060606061,1
32381.755835816606,23948.178506836244,17961.270252668575,27,44,0.12445358774018334,4,52,0.17496811869472562,52.091227390196096,18,salaried,0.7395577506130102,0.14285714285714285,1
25980.781504443206,13222.951807656802,14572.040211612502,35,113,0.04008091045637327,5,21,0.1779727879074285,32.008306130669595,34,salaried,0.5089512725163955,0.1388888888888889,1
,8521.21312684408,23471.136300779766,45,106,0.28173341534445207,1,30,0.37017307264000804,51.2388577531312,24,salaried,0.27845186573707276,0.021739130434782608,1
47038.28826855056,10645.060763107867,28433.36963306678,31,79,0.18721043532026105,0,65,0.3205962270282088,48.05245511225895,19,salaried,0.22630629546579553,0.0,1
19967.170994365464,19502.1308302296,26008.57877575519,31,78,0.0,1,29,0.15910678344901075,37.93598117825874,16,salaried,0.9767097620255221,0.03125,1
16293.239306075526,17086.26333110337,23258.166001437705,22,10,0.1469196214227303,0,58,0.5833857679328899,52.47560954806609,15,self_employed,1.0486719681783683,0.0,1
